Nome,name,Cargo,Sexo,Partido,ideologia,ColigaCAo,PartidoCol1,PartidoCol2,PartidoCol3,PartidoCol4,PartidoCol5,PartidoCol6,PartidoCol7,SituaCAo,GraudeInstruCAo,OcupaCAo,OcupaCAoComplementar,EstadoCivil,DatadeNascimento,Cadeiras_por_estado,NUmerodoCandidato,migrant1,n_mudan1,senti11,Vereador,DepEstadual,CargExecEletivoSubNacional,CargExecEletivoNacional,CargExecNEletivoSubNacional,CargExexNEletivoNacional,PresidenteEstatal,Senado,Suplente,Idade,Escandalo,Identidade_religiosa,Migrante,n_mudanC,sentid1,GrupoEtario,MacroregiOes,Cargo_ComissAo,coalgov,UF,pobreza,votos02,votos06,aumevot0206,Eleito,ReeleiCAo,mesa,lideranC,dimivot0206,escandalo2,reeleito,mensalao,sangues,temsuper,votes,list.uf,list.coli,poverty.state,support,pork,despesa
JOSE PEREIRA,ZE PEREIRA,Deputado Federal,Masculino,PRP,2,PRP / PT do B,PRP,PT do B,NA,NA,NA,NA,NA,Deferido,Ensino Fundamental incompleto,Vendedor de ComErcio Varejista e Atacadista,Outros,Casado(a),17-Sep-52,39,4443,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,54,NAo,NA,NAo,NA,NA,51 a 65 anos,Nordeste,NA,pequenos partidos,BA,0.473,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,530
JOSE PEREIRA DA SILVA,MISSIONARIO PEREIRA,Deputado Federal,Masculino,PHS,1,PTN / PHS,PTN,PHS,NA,NA,NA,NA,NA,Deferido,Ensino MEdio completo,Comerciante,Outros,Casado(a),2-Jan-55,25,3140,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,51,NAo,NA,NAo,NA,NA,51 a 65 anos,Nordeste,NA,pequenos partidos,PE,0.49,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
JOSE PEREIRA HERMIDA,JOSE HERMIDA,Deputado Federal,Masculino,PHS,1,PSDC / PHS / PRP,PSDC,PHS,PRP,NA,NA,NA,NA,Deferido,Superior completo,Engenheiro,Outros,Casado(a),21-Mar-48,46,3133,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,58,NAo,NA,NAo,NA,NA,51 a 65 anos,Sudeste,NA,pequenos partidos,RJ,0.17,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,NA
JOSE PEREIRA LIMA,JOSE PEREIRA,Deputado Federal,Masculino,PT,0,PT / PV / PC do B / PSB / PRTB / PRB,PT,PV,PC do B,PSB,PRTB,PRB,NA,Deferido,Ensino MEdio completo,Cabeleireiro e Barbeiro,Outros,Casado(a),8-Dec-50,8,1366,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,55,NAo,NA,NAo,NA,NA,51 a 65 anos,Centro-oeste,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",DF,0.1838,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
JOSE PEREIRA SOARES,JOSE PEREIRA,Deputado Federal,Masculino,PT do B,2,PSL / PT do B,PSL,PT do B,NA,NA,NA,NA,NA,Deferido,Ensino MEdio completo,Comerciante,Outros,Solteiro(a),28-Jan-52,46,7077,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,54,NAo,NA,NAo,NA,NA,51 a 65 anos,Sudeste,NA,pequenos partidos,RJ,0.17,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,24244.5
JOSE PETAN TOLEDO PIZZA,PETAN,Deputado Federal,Masculino,PTB,2,PMDB / PL / PTB,PMDB,PL,PTB,NA,NA,NA,NA,Deferido,Superior completo,Advogado,Outros,Casado(a),6-Mar-57,8,1414,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,49,NAo,NA,NAo,NA,NA,41 a 50 anos,Centro-oeste,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",MT,0.24,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,4999.92
JOSE PINHEIRO,PINHEIRO,Deputado Federal,Masculino,PV,1,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior completo,Advogado,Outros,Casado(a),6-Sep-52,70,4335,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,54,NAo,NA,NAo,NA,NA,51 a 65 anos,Sudeste,NA,"indepentes (pps, pdt, pv)",SP,0.14,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,45269.96
JOSE PORFIRO DOS SANTOS,PASTOR JOSE PORFIRO,Deputado Federal,Masculino,PP,2,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Ensino Fundamental incompleto,Locutor e Comentarista de RAdio e TelevisAo,Outros,Casado(a),11-May-63,8,1121,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,43,NAo,NA,NAo,NA,NA,41 a 50 anos,Centro-oeste,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",DF,0.1838,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
JOSE RAFAEL DE ABREU MAGALHAES,FAEL,Deputado Federal,Masculino,PRONA,2,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Ensino MEdio completo,Vereador,Outros,ViUvo(a),6-Jan-59,46,5656,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,47,NAo,NA,NAo,NA,NA,41 a 50 anos,Sudeste,NA,pequenos partidos,RJ,0.17,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,14204.52
JOSE RAFAEL GUERRA PINTO COELHO,RAFAEL GUERRA,Deputado Federal,Masculino,PSDB,1,PP / PTB / PL / PFL / PAN / PSDB,PP,PTB,PL,PFL,PAN,PSDB,NA,Deferido,Superior completo,Deputado,Outros,Casado(a),29-Mar-43,53,4599,NAo,NA,NA,NAo,NAo,NAo,NAo,NAo,NAo,SI,NAo,NAo,63,NAo,NA,NAo,NA,NA,51 a 65 anos,Sudeste,SI,"oposiCAo (pfl, psdb)",MG,0.25,100954,80093,0,Sim,Sim,NAo Participou,NAo Participou,0,Nao,Sim,NAo,NAo,1,100594,22,11,19.8,0.43,0.8,532331.73
JOSE RAIMUNDO BARROZO BESTENE,BESTENE,Deputado Federal,Masculino,PP,2,PP / PT / PL / PRTB / PMN / PSB / PC do B,PP,PT,PL,PRTB,PMN,PSB,PC do B,Deferido,Superior incompleto,Deputado,Outros,Casado(a),23-Aug-51,8,1106,NAo,NA,NA,NAo,Sim,Sim,NAo,Sim,SI,SI,SI,NA,55,NAo,NA,NAo,NA,NA,51 a 65 anos,Norte,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",AC,0.416,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,105935.89
JOSE RAIMUNDO COSTA,ZE RAIMUNDO,Deputado Federal,Masculino,PSOL,0,PSTU / PSOL,PSTU,PSOL,NA,NA,NA,NA,NA,Deferido,Superior completo,Advogado,Outros,Divorciado(a),7-Sep-65,53,5005,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,41,NAo,NA,NAo,NA,NA,41 a 50 anos,Sudeste,NA,pequenos partidos,MG,0.25,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,2647
JOSE RAIMUNDO COUTINHO PEREIRA,COUTINHO,Deputado Federal,Masculino,PMDB,1,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior completo,Servidor PUblico Civil Aposentado,Outros,Casado(a),2-May-49,8,1569,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,57,NAo,NA,NAo,NA,NA,51 a 65 anos,Norte,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",AP,0.34,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,40000
JOSE RAIMUNDO DA SILVA,ZE DO LICIO,Deputado Federal,Masculino,PDT,0,PDT / PSC / PRTB,PDT,PSC,PRTB,NA,NA,NA,NA,Deferido,Ensino Fundamental incompleto,Comerciante,Outros,Solteiro(a),28-Nov-58,39,1232,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,47,NAo,NA,NAo,NA,NA,41 a 50 anos,Nordeste,NA,"indepentes (pps, pdt, pv)",BA,0.473,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,800
JOSE RAIMUNDO SAMPAIO OLIVEIRA,ZE RAIMUNDO,Deputado Federal,Masculino,PRTB,2,PDT / PSC / PRTB,PDT,PSC,PRTB,NA,NA,NA,NA,Deferido,Superior incompleto,Outros,Outros,Separado(a) judicialmente,21-Feb-65,39,2828,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,41,NAo,NA,NAo,NA,NA,41 a 50 anos,Nordeste,NA,pequenos partidos,BA,0.473,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
JOSE RAIMUNDO SANTOS E SILVA,JOSE RAIMUNDO - DR. TAMBURIM,Deputado Federal,Masculino,PRONA,2,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior completo,VeterinArio,Outros,Casado(a),9-May-51,46,5609,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,55,NAo,NA,NAo,NA,NA,51 a 65 anos,Sudeste,NA,pequenos partidos,RJ,0.17,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,NA
JOSE RANGEL DE ARAUJO,RANGEL,Deputado Federal,Masculino,PV,1,PV / PSDB,PV,PSDB,NA,NA,NA,NA,NA,Deferido,Superior completo,Outros,Outros,Casado(a),4-Aug-64,8,4333,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,42,NAo,NA,NAo,NA,NA,41 a 50 anos,Nordeste,NA,"indepentes (pps, pdt, pv)",RN,0.42,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,18902.13
JOSE RAULINO CASTELO BRANCO FILHO,RAULINO FILHO,Deputado Federal,Masculino,PSDB,1,PPS / PV / PSDB / PT do B,PPS,PV,PSDB,PT do B,NA,NA,NA,Deferido,Superior completo,Contador,Servidor Publico Civil,Casado(a),3-Oct-62,10,4545,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,43,NAo,NA,NAo,NA,NA,41 a 50 anos,Nordeste,NA,"oposiCAo (pfl, psdb)",PI,0.51,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,30320.18
JOSE REGIS BARROS CAVALCANTE,REGIS CAVALCANTE,Deputado Federal,Masculino,PPS,1,PMDB / PPS / PSDB / PT do B,PMDB,PPS,PSDB,PT do B,NA,NA,NA,Deferido,Superior completo,Advogado,Outros,Casado(a),3-Sep-54,9,2323,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,52,NAo,NA,NAo,NA,NA,51 a 65 anos,Nordeste,NA,"indepentes (pps, pdt, pv)",AL,0.563,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,70000
JOSE RENATO BRUNO CARVALHO,ZE RENATO,Deputado Federal,Masculino,PMDB,1,PMDB / PMN,PMDB,PMN,NA,NA,NA,NA,NA,Deferido,Superior completo,Engenheiro,Outros,Casado(a),13-Nov-57,46,1516,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,48,NAo,NA,NAo,NA,NA,41 a 50 anos,Sudeste,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",RJ,0.17,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,110750
JOSE RENATO CHIXARO DE MENEZES,ZE RENATO CHIXARO,Deputado Federal,Masculino,PPS,1,PPS / PSDB,PPS,PSDB,NA,NA,NA,NA,NA,Deferido,Superior completo,Advogado,Outros,Casado(a),7-Jul-71,8,2333,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,35,NAo,NA,NAo,NA,NA,31 a 40 anos,Norte,NA,"indepentes (pps, pdt, pv)",AM,0.418,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,NA
JOSE RENATO FERREIRA TORRANO,RENATO TORRANO,Deputado Federal,Masculino,PSB,0,PSB / PT / PMDB / PP,PSB,PT,PMDB,PP,NA,NA,NA,Deferido,Superior completo,Advogado,Outros,Casado(a),10-Dec-45,22,4004,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,60,NAo,NA,NAo,NA,NA,51 a 65 anos,Nordeste,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",CE,0.483,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,22403.9
JOSE RIBAMAR AGUIAR JUNIOR,AGUIAR JUNIOR,Deputado Federal,Masculino,PTC,1,PTB / PTN / PSC / PPS / PFL / PAN / PTC / PSDB,PTB,PTN,PSC,PPS,PFL,PAN,PTC,Deferido,Superior completo,Advogado,Outros,Casado(a),1-Jan-59,22,3610,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,47,NAo,NA,NAo,NA,NA,41 a 50 anos,Nordeste,NA,pequenos partidos,CE,0.483,NA,NA,NA,NAo,Nao,NA,NA,0,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,10399.99
JOSE RIBAMAR DE SOUZA GUIDA,RIBAMAR DO ITAU,Deputado Federal,Masculino,PTC,1,PAN / PRTB / PHS / PTC / PV / PRP / PRONA / PT do B,PAN,PRTB,PHS,PTC,PV,PRP,PRONA,Deferido,Ensino MEdio completo,EmpresArio,Outros,Casado(a),2-Aug-57,17,3616,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,49,NAo,NA,NAo,NA,NA,41 a 50 anos,Norte,NA,pequenos partidos,PA,0.43,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
JOSE RIBAMAR DO NASCIMENTO,RIBAMAR,Deputado Federal,Masculino,PSDC,2,PSDC / PRONA,PSDC,PRONA,NA,NA,NA,NA,NA,Deferido,Ensino MEdio completo,Comerciante,Outros,Casado(a),12-Mar-63,8,2712,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,43,NAo,NA,NAo,NA,NA,41 a 50 anos,Norte,NA,pequenos partidos,RR,0.38,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,400
JOSE RIBAMAR NUNES,J. NUNES,Deputado Federal,Masculino,PHS,1,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior completo,Servidor PUblico Civil Aposentado,Outros,Casado(a),25-Feb-35,8,3107,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,71,NAo,NA,NAo,NA,NA,65 anos ou mais,Centro-oeste,NA,pequenos partidos,DF,0.1838,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,10185.81
JOSE RIBAMAR PINHEIRO FRAZAO,GARCOM ZE FRAZAO,Deputado Federal,Masculino,PPS,1,PDT / PPS / PAN,PDT,PPS,PAN,NA,NA,NA,NA,Deferido,Ensino MEdio incompleto,Comerciante,Outros,Casado(a),26-May-60,18,2310,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,46,NAo,NA,NAo,NA,NA,41 a 50 anos,Nordeste,NA,"indepentes (pps, pdt, pv)",MA,0.54,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
JOSE RICARDO ALVARENGA TRIPOLI,TRIPOLI,Deputado Federal,Masculino,PSDB,1,PSDB / PFL,PSDB,PFL,NA,NA,NA,NA,NA,Deferido,Superior completo,Deputado,Outros,Casado(a),17-Apr-52,70,4565,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,54,NAo,NA,NAo,NA,NA,51 a 65 anos,Sudeste,NA,"oposiCAo (pfl, psdb)",SP,0.14,NA,157128,NA,Sim,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,813643.05
JOSE RICHARD DONAY WAICHEL,JOSE RICHARD,Deputado Federal,Masculino,PMDB,1,PMDB / PMN,PMDB,PMN,NA,NA,NA,NA,NA,Deferido,Superior completo,Jornalista e Redator,Outros,Separado(a) judicialmente,27-Apr-49,46,1533,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,57,NAo,NA,NAo,NA,NA,51 a 65 anos,Sudeste,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",RJ,0.17,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,6999.99
JOSE ROBERTO APRILLANTI JUNIOR,JUNIOR APRILLANTI,Deputado Federal,Masculino,PPS,1,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior completo,Engenheiro,Outros,Casado(a),11-Oct-72,70,2343,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,33,NAo,NA,NAo,NA,NA,31 a 40 anos,Sudeste,NA,"indepentes (pps, pdt, pv)",SP,0.14,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,NA
JOSE ROBERTO BELCHIOR DOS REIS,BELCHIOR,Deputado Federal,Masculino,PTC,1,PDT / PAN / PTC,PDT,PAN,PTC,NA,NA,NA,NA,Deferido,Ensino Fundamental completo,Policial Militar,Militar da ativa,Casado(a),31-Jan-59,8,3612,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,47,NAo,NA,NAo,NA,NA,41 a 50 anos,Nordeste,NA,pequenos partidos,RN,0.42,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
JOSE ROBERTO BEZERRA,JOSE ROBERTO,Deputado Federal,Masculino,PFL,2,PP / PFL,PP,PFL,NA,NA,NA,NA,NA,Deferido,Superior incompleto,"Estudante, Bolsista, EstagiArio e Assemelhados",Outros,Solteiro(a),16-May-74,8,2525,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,32,NAo,NA,NAo,NA,NA,31 a 40 anos,Centro-oeste,NA,"oposiCAo (pfl, psdb)",MT,0.24,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
JOSE ROBERTO CARDOSO DA SILVA,ROBERTO CARDOSO,Deputado Federal,Masculino,PL,2,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior completo,Advogado,Outros,Separado(a) judicialmente,10-Apr-66,70,2210,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,40,NAo,NA,NAo,NA,NA,31 a 40 anos,Sudeste,NA,"oposiCAo (pfl, psdb)",SP,0.14,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,NA
JOSE ROBERTO CORREA DO NASCIMENTO,DUDE,Deputado Federal,Masculino,PT,0,PRB / PT / PSC / PL / PMN / PSB / PV / PC do B,PRB,PT,PSC,PL,PMN,PSB,PV,Deferido,Ensino MEdio completo,Ocupante de Cargo em ComissAo,Outros,Casado(a),24-Jul-64,10,1320,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,42,NAo,NA,NAo,NA,NA,41 a 50 anos,Sudeste,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",ES,0.256,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,86581.06
JOSE ROBERTO DE OLIVEIRA RODRIGUES,ZE DO PT,Deputado Federal,Masculino,PT,0,PT / PT do B / PC do B / PRONA,PT,PT do B,PC do B,PRONA,NA,NA,NA,Deferido,Superior incompleto,Vereador,Outros,Solteiro(a),31-Jul-70,8,1300,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,36,NAo,NA,NAo,NA,NA,31 a 40 anos,Centro-oeste,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",MT,0.24,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,1160.28
JOSE ROBERTO MARCELINO,JOSE ROBERTO,Deputado Federal,Masculino,PTC,1,PSDC / PTC / PRONA,PSDC,PTC,PRONA,NA,NA,NA,NA,Deferido,Superior completo,EmpresArio,Outros,Casado(a),2-Feb-50,53,3637,NAo,NA,NA,SI,SI,SI,NAo,SI,NAo,NAo,SI,NA,56,NAo,NA,NAo,NA,NA,51 a 65 anos,Sudeste,NA,pequenos partidos,MG,0.25,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,NA
JOSE ROBERTO MENDES DO AMARAL,ZE ROBERTO,Deputado Federal,Masculino,PT,0,PRB / PT / PSC / PL / PRONA / PC do B,PRB,PT,PSC,PL,PRONA,PC do B,NA,Deferido,Ensino MEdio completo,BancArio e EconomiArio,Outros,Divorciado(a),15-Dec-57,9,1300,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,48,NAo,NA,NAo,NA,NA,41 a 50 anos,Nordeste,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",AL,0.563,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,57999.54
JOSE ROBERTO NUNES LEAO,PASTOR JOSE ROBERTO,Deputado Federal,Masculino,PSC,2,PP / PMDB / PSC / PCB / PAN / PTC,PP,PMDB,PSC,PCB,PAN,PTC,NA,Deferido,Ensino MEdio completo,ComerciArio,Outros,Casado(a),28-Jul-57,10,2020,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,49,NAo,NA,NAo,NA,NA,41 a 50 anos,Nordeste,NA,pequenos partidos,PI,0.51,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,7296.09
JOSE ROBERTO OLIVEIRA FARO,BETO,Deputado Federal,Masculino,PT,0,PRB / PT / PTN / PSB / PC do B,PRB,PT,PTN,PSB,PC do B,NA,NA,Deferido,Ensino MEdio completo,Agricultor,Outros,Casado(a),20-Jun-69,17,1313,NAo,NA,NA,NAo,NAo,NAo,NAo,NAo,NAo,NAo,SI,NA,37,NAo,NA,NAo,NA,NA,31 a 40 anos,Norte,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",PA,0.43,NA,72148,NA,Sim,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,103300
JOSE ROBERTO PIRES,BETO PIRES,Deputado Federal,Masculino,PTN,1,PRB / PTN / PRTB,PRB,PTN,PRTB,NA,NA,NA,NA,Deferido,Superior completo,Administrador,Outros,Casado(a),13-Feb-47,46,1945,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,59,NAo,NA,NAo,NA,NA,51 a 65 anos,Sudeste,NA,pequenos partidos,RJ,0.17,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,1040
JOSE ROBERTO SANTIAGO GOMES,ROBERTO SANTIAGO,Deputado Federal,Masculino,PV,1,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Ensino MEdio completo,Gerente,Outros,Casado(a),1-Jul-58,70,4315,NAo,NA,NA,NAo,NAo,NAo,NAo,NAo,NAo,NAo,SI,NA,48,NAo,NA,NAo,NA,NA,41 a 50 anos,Sudeste,NA,"indepentes (pps, pdt, pv)",SP,0.14,NA,56481,NA,Sim,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,300615.1
JOSE ROBERTO SILVA,BETTO SOM,Deputado Federal,Masculino,PSDB,1,PMDB / PPS / PSDB / PT do B,PMDB,PPS,PSDB,PT do B,NA,NA,NA,Deferido,Ensino MEdio completo,Comerciante,Outros,Casado(a),30-Sep-61,9,4545,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,44,NAo,NA,NAo,NA,NA,41 a 50 anos,Nordeste,NA,"oposiCAo (pfl, psdb)",AL,0.563,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,95.65
JOSE ROBERTO SOARES DE OLIVEIRA JUNIOR,DR. JOSE ROBERTO,Deputado Federal,Masculino,PRONA,2,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior completo,Advogado,Outros,Casado(a),25-Jul-66,46,5622,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,40,NAo,NA,NAo,NA,NA,31 a 40 anos,Sudeste,NA,pequenos partidos,RJ,0.17,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,NA
JOSE ROBERTO TERASSI,ROBERTO TERASSI,Deputado Federal,Masculino,PSB,0,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Ensino MEdio completo,"TEcnico Contabilidade, EstatIstica, Economia DomEstica e Adm",Outros,Casado(a),3-Dec-52,70,4013,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,53,NAo,NA,NAo,NA,NA,51 a 65 anos,Sudeste,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",SP,0.14,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,180480
JOSE ROBERVAL SOUSA,ROBERVAL,Deputado Federal,Masculino,PPS,1,PDT / PPS,PDT,PPS,NA,NA,NA,NA,NA,Deferido,Ensino Fundamental incompleto,Outros,Outros,Solteiro(a),1-Apr-61,17,2333,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,45,NAo,NA,NAo,NA,NA,41 a 50 anos,Norte,NA,"indepentes (pps, pdt, pv)",PA,0.43,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,19254.99
